version	cancer	organ	start_age	stop_age	gender	gene	cumulative_risk	ci_lower_wald	ci_upper_wald	ci_lower_wilson	ci_upper_wilson
V3_20190219_A	151	Stomach	35	70	MALE	PMS2	0.0	0.0	0.0	0.0	24.0
V3_20190219_A	151	Stomach	35	75	MALE	PMS2	0.0	0.0	0.0	0.0	25.6
V3_20190219_A	151	Stomach	40	45	MALE	PMS2	0.0	0.0	0.0	0.0	21.1
V3_20190219_A	151	Stomach	40	50	MALE	PMS2	0.0	0.0	0.0	0.0	21.1
V3_20190219_A	151	Stomach	40	55	MALE	PMS2	0.0	0.0	0.0	0.0	21.1
V3_20190219_A	151	Stomach	40	60	MALE	PMS2	0.0	0.0	0.0	0.0	21.1
V3_20190219_A	151	Stomach	40	65	MALE	PMS2	0.0	0.0	0.0	0.0	21.1
V3_20190219_A	151	Stomach	40	70	MALE	PMS2	0.0	0.0	0.0	0.0	21.1
V3_20190219_A	151	Stomach	40	75	MALE	PMS2	0.0	0.0	0.0	0.0	25.6
V3_20190219_A	151	Stomach	45	50	MALE	PMS2	0.0	0.0	0.0	0.0	15.6
V3_20190219_A	151	Stomach	45	55	MALE	PMS2	0.0	0.0	0.0	0.0	15.6
V3_20190219_A	151	Stomach	45	60	MALE	PMS2	0.0	0.0	0.0	0.0	15.6
V3_20190219_A	151	Stomach	45	65	MALE	PMS2	0.0	0.0	0.0	0.0	15.6
V3_20190219_A	151	Stomach	45	70	MALE	PMS2	0.0	0.0	0.0	0.0	18.0
V3_20190219_A	151	Stomach	45	75	MALE	PMS2	0.0	0.0	0.0	0.0	25.6
V3_20190219_A	151	Stomach	50	55	MALE	PMS2	0.0	0.0	0.0	0.0	12.1
V3_20190219_A	151	Stomach	50	60	MALE	PMS2	0.0	0.0	0.0	0.0	12.1
V3_20190219_A	151	Stomach	50	65	MALE	PMS2	0.0	0.0	0.0	0.0	14.3
V3_20190219_A	151	Stomach	50	70	MALE	PMS2	0.0	0.0	0.0	0.0	18.0
V3_20190219_A	151	Stomach	50	75	MALE	PMS2	0.0	0.0	0.0	0.0	25.6
V3_20190219_A	151	Stomach	55	60	MALE	PMS2	0.0	0.0	0.0	0.0	11.4
V3_20190219_A	151	Stomach	55	65	MALE	PMS2	0.0	0.0	0.0	0.0	14.3
V3_20190219_A	151	Stomach	55	70	MALE	PMS2	0.0	0.0	0.0	0.0	18.0
V3_20190219_A	151	Stomach	55	75	MALE	PMS2	0.0	0.0	0.0	0.0	25.6
V3_20190219_A	151	Stomach	60	65	MALE	PMS2	0.0	0.0	0.0	0.0	14.3
V3_20190219_A	151	Stomach	60	70	MALE	PMS2	0.0	0.0	0.0	0.0	18.0
V3_20190219_A	151	Stomach	60	75	MALE	PMS2	0.0	0.0	0.0	0.0	25.6
V3_20190219_A	151	Stomach	65	70	MALE	PMS2	0.0	0.0	0.0	0.0	18.0
V3_20190219_A	151	Stomach	65	75	MALE	PMS2	0.0	0.0	0.0	0.0	25.6
V3_20190219_A	151	Stomach	70	75	MALE	PMS2	0.0	0.0	0.0	0.0	25.6
V3_20190219_A	151	Stomach	25	30	MALE	MLH1	0.0	0.0	0.0	0.0	3.1
V3_20190219_A	151	Stomach	25	35	MALE	MLH1	0.0	0.0	0.0	0.0	3.1
V3_20190219_A	151	Stomach	25	40	MALE	MLH1	0.0	0.0	0.0	0.0	3.1
V3_20190219_A	151	Stomach	25	45	MALE	MLH1	0.3	0.0	1.0	0.1	3.5
V3_20190219_A	151	Stomach	25	50	MALE	MLH1	0.3	0.0	1.0	0.1	3.5
V3_20190219_A	151	Stomach	25	55	MALE	MLH1	0.7	0.0	1.6	0.2	3.9
V3_20190219_A	151	Stomach	25	60	MALE	MLH1	1.1	0.0	2.3	0.4	4.3
V3_20190219_A	151	Stomach	25	65	MALE	MLH1	2.2	0.2	4.1	0.9	5.7
V3_20190219_A	151	Stomach	25	70	MALE	MLH1	4.4	1.3	7.5	2.2	8.9
V3_20190219_A	151	Stomach	25	75	MALE	MLH1	8.9	3.7	14.1	5.0	16.0
V3_20190219_A	151	Stomach	30	35	MALE	MLH1	0.0	0.0	0.0	0.0	1.8
V3_20190219_A	151	Stomach	30	40	MALE	MLH1	0.0	0.0	0.0	0.0	1.8
V3_20190219_A	151	Stomach	30	45	MALE	MLH1	0.3	0.0	1.0	0.1	2.2
V3_20190219_A	151	Stomach	30	50	MALE	MLH1	0.3	0.0	1.0	0.1	2.2
V3_20190219_A	151	Stomach	30	55	MALE	MLH1	0.7	0.0	1.6	0.2	2.7
V3_20190219_A	151	Stomach	30	60	MALE	MLH1	1.1	0.0	2.3	0.4	3.3
V3_20190219_A	151	Stomach	30	65	MALE	MLH1	2.2	0.2	4.1	0.9	5.2
V3_20190219_A	151	Stomach	30	70	MALE	MLH1	4.4	1.3	7.5	2.2	8.9
V3_20190219_A	151	Stomach	30	75	MALE	MLH1	8.9	3.7	14.1	5.0	16.0
V3_20190219_A	151	Stomach	35	40	MALE	MLH1	0.0	0.0	0.0	0.0	1.4
V3_20190219_A	151	Stomach	35	45	MALE	MLH1	0.3	0.0	1.0	0.1	1.9
V3_20190219_A	151	Stomach	35	50	MALE	MLH1	0.3	0.0	1.0	0.1	1.9
V3_20190219_A	151	Stomach	35	55	MALE	MLH1	0.7	0.0	1.6	0.2	2.5
V3_20190219_A	151	Stomach	35	60	MALE	MLH1	1.1	0.0	2.3	0.4	3.2
V3_20190219_A	151	Stomach	35	65	MALE	MLH1	2.2	0.2	4.1	0.9	5.2
V3_20190219_A	151	Stomach	35	70	MALE	MLH1	4.4	1.3	7.5	2.2	8.9
V3_20190219_A	151	Stomach	35	75	MALE	MLH1	8.9	3.7	14.1	5.0	16.0
V3_20190219_A	151	Stomach	40	45	MALE	MLH1	0.3	0.0	1.0	0.1	1.8
V3_20190219_A	151	Stomach	40	50	MALE	MLH1	0.3	0.0	1.0	0.1	1.8
V3_20190219_A	151	Stomach	40	55	MALE	MLH1	0.7	0.0	1.6	0.2	2.5
V3_20190219_A	151	Stomach	40	60	MALE	MLH1	1.1	0.0	2.3	0.4	3.2
V3_20190219_A	151	Stomach	40	65	MALE	MLH1	2.2	0.2	4.1	0.9	5.2
V3_20190219_A	151	Stomach	40	70	MALE	MLH1	4.4	1.3	7.5	2.2	8.9
V3_20190219_A	151	Stomach	40	75	MALE	MLH1	8.9	3.7	14.1	5.0	16.0
V3_20190219_A	151	Stomach	45	50	MALE	MLH1	0.0	0.0	0.0	0.0	1.2
V3_20190219_A	151	Stomach	45	55	MALE	MLH1	0.4	0.0	1.0	0.1	2.0
V3_20190219_A	151	Stomach	45	60	MALE	MLH1	0.8	0.0	1.8	0.2	2.8
V3_20190219_A	151	Stomach	45	65	MALE	MLH1	1.8	0.0	3.7	0.7	4.8
V3_20190219_A	151	Stomach	45	70	MALE	MLH1	4.1	1.0	7.1	2.0	8.6
V3_20190219_A	151	Stomach	45	75	MALE	MLH1	8.6	3.4	13.8	4.7	15.7
V3_20190219_A	151	Stomach	50	55	MALE	MLH1	0.4	0.0	1.0	0.1	2.0
V3_20190219_A	151	Stomach	50	60	MALE	MLH1	0.8	0.0	1.8	0.2	2.8
V3_20190219_A	151	Stomach	50	65	MALE	MLH1	1.8	0.0	3.7	0.7	4.8
V3_20190219_A	151	Stomach	50	70	MALE	MLH1	4.1	1.0	7.1	2.0	8.6
V3_20190219_A	151	Stomach	50	75	MALE	MLH1	8.6	3.4	13.8	4.7	15.7
V3_20190219_A	151	Stomach	55	60	MALE	MLH1	0.4	0.0	1.2	0.1	2.3
V3_20190219_A	151	Stomach	55	65	MALE	MLH1	1.5	0.0	3.2	0.5	4.4
V3_20190219_A	151	Stomach	55	70	MALE	MLH1	3.7	0.7	6.7	1.7	8.2
V3_20190219_A	151	Stomach	55	75	MALE	MLH1	8.2	3.1	13.4	4.5	15.4
V3_20190219_A	151	Stomach	60	65	MALE	MLH1	1.1	0.0	2.6	0.3	3.9
V3_20190219_A	151	Stomach	60	70	MALE	MLH1	3.3	0.4	6.2	1.4	7.8
V3_20190219_A	151	Stomach	60	75	MALE	MLH1	7.9	2.7	13.0	4.1	15.0
V3_20190219_A	151	Stomach	65	70	MALE	MLH1	2.3	0.0	4.8	0.8	6.5
V3_20190219_A	151	Stomach	65	75	MALE	MLH1	6.9	1.8	11.9	3.3	14.0
V3_20190219_A	151	Stomach	70	75	MALE	MLH1	4.7	0.2	9.2	1.8	11.6
V3_20190219_A	151	Stomach	25	30	MALE	MSH2	0.0	0.0	0.0	0.0	4.3
V3_20190219_A	151	Stomach	25	35	MALE	MSH2	0.0	0.0	0.0	0.0	4.3
V3_20190219_A	151	Stomach	25	40	MALE	MSH2	0.0	0.0	0.0	0.0	4.3
V3_20190219_A	151	Stomach	25	45	MALE	MSH2	0.0	0.0	0.0	0.0	4.3
V3_20190219_A	151	Stomach	25	50	MALE	MSH2	0.4	0.0	1.1	0.1	4.7
V3_20190219_A	151	Stomach	25	55	MALE	MSH2	1.2	0.0	2.5	0.4	5.5
V3_20190219_A	151	Stomach	25	60	MALE	MSH2	2.6	0.5	4.6	1.2	7.0
V3_20190219_A	151	Stomach	25	65	MALE	MSH2	4.4	1.5	7.2	2.3	9.0
V3_20190219_A	151	Stomach	25	70	MALE	MSH2	5.1	1.9	8.3	2.8	10.0
V3_20190219_A	151	Stomach	25	75	MALE	MSH2	7.8	3.0	12.5	4.4	14.9
V3_20190219_A	151	Stomach	30	35	MALE	MSH2	0.0	0.0	0.0	0.0	2.6
V3_20190219_A	151	Stomach	30	40	MALE	MSH2	0.0	0.0	0.0	0.0	2.6
V3_20190219_A	151	Stomach	30	45	MALE	MSH2	0.0	0.0	0.0	0.0	2.6
V3_20190219_A	151	Stomach	30	50	MALE	MSH2	0.4	0.0	1.1	0.1	3.1
V3_20190219_A	151	Stomach	30	55	MALE	MSH2	1.2	0.0	2.5	0.4	4.0
V3_20190219_A	151	Stomach	30	60	MALE	MSH2	2.6	0.5	4.6	1.2	5.8
V3_20190219_A	151	Stomach	30	65	MALE	MSH2	4.4	1.5	7.2	2.3	8.3
V3_20190219_A	151	Stomach	30	70	MALE	MSH2	5.1	1.9	8.3	2.8	9.6
V3_20190219_A	151	Stomach	30	75	MALE	MSH2	7.8	3.0	12.5	4.4	14.9
V3_20190219_A	151	Stomach	35	40	MALE	MSH2	0.0	0.0	0.0	0.0	1.9
V3_20190219_A	151	Stomach	35	45	MALE	MSH2	0.0	0.0	0.0	0.0	1.9
V3_20190219_A	151	Stomach	35	50	MALE	MSH2	0.4	0.0	1.1	0.1	2.4
V3_20190219_A	151	Stomach	35	55	MALE	MSH2	1.2	0.0	2.5	0.4	3.5
V3_20190219_A	151	Stomach	35	60	MALE	MSH2	2.6	0.5	4.6	1.2	5.6
V3_20190219_A	151	Stomach	35	65	MALE	MSH2	4.4	1.5	7.2	2.3	8.3
V3_20190219_A	151	Stomach	35	70	MALE	MSH2	5.1	1.9	8.3	2.8	9.6
V3_20190219_A	151	Stomach	35	75	MALE	MSH2	7.8	3.0	12.5	4.4	14.9
V3_20190219_A	151	Stomach	40	45	MALE	MSH2	0.0	0.0	0.0	0.0	1.6
V3_20190219_A	151	Stomach	40	50	MALE	MSH2	0.4	0.0	1.1	0.1	2.2
V3_20190219_A	151	Stomach	40	55	MALE	MSH2	1.2	0.0	2.5	0.4	3.4
V3_20190219_A	151	Stomach	40	60	MALE	MSH2	2.6	0.5	4.6	1.2	5.6
V3_20190219_A	151	Stomach	40	65	MALE	MSH2	4.4	1.5	7.2	2.3	8.3
V3_20190219_A	151	Stomach	40	70	MALE	MSH2	5.1	1.9	8.3	2.8	9.6
V3_20190219_A	151	Stomach	40	75	MALE	MSH2	7.8	3.0	12.5	4.4	14.9
V3_20190219_A	151	Stomach	45	50	MALE	MSH2	0.4	0.0	1.1	0.1	2.1
V3_20190219_A	151	Stomach	45	55	MALE	MSH2	1.2	0.0	2.5	0.4	3.4
V3_20190219_A	151	Stomach	45	60	MALE	MSH2	2.6	0.5	4.6	1.2	5.6
V3_20190219_A	151	Stomach	45	65	MALE	MSH2	4.4	1.5	7.2	2.3	8.3
V3_20190219_A	151	Stomach	45	70	MALE	MSH2	5.1	1.9	8.3	2.8	9.6
V3_20190219_A	151	Stomach	45	75	MALE	MSH2	7.8	3.0	12.5	4.4	14.9
V3_20190219_A	151	Stomach	50	55	MALE	MSH2	0.8	0.0	1.9	0.2	2.8
V3_20190219_A	151	Stomach	50	60	MALE	MSH2	2.2	0.3	4.1	0.9	5.1
V3_20190219_A	151	Stomach	50	65	MALE	MSH2	4.0	1.2	6.7	2.0	7.9
V3_20190219_A	151	Stomach	50	70	MALE	MSH2	4.8	1.6	7.9	2.5	9.2
V3_20190219_A	151	Stomach	50	75	MALE	MSH2	7.4	2.7	12.2	4.1	14.6
V3_20190219_A	151	Stomach	55	60	MALE	MSH2	1.4	0.0	3.0	0.5	4.1
V3_20190219_A	151	Stomach	55	65	MALE	MSH2	3.2	0.7	5.8	1.5	7.0
V3_20190219_A	151	Stomach	55	70	MALE	MSH2	4.0	1.0	7.0	2.0	8.4
V3_20190219_A	151	Stomach	55	75	MALE	MSH2	6.7	2.0	11.3	3.5	13.8
V3_20190219_A	151	Stomach	60	65	MALE	MSH2	1.8	0.0	3.9	0.6	5.3
V3_20190219_A	151	Stomach	60	70	MALE	MSH2	2.6	0.1	5.2	1.0	6.8
V3_20190219_A	151	Stomach	60	75	MALE	MSH2	5.3	0.9	9.8	2.4	12.5
V3_20190219_A	151	Stomach	65	70	MALE	MSH2	0.8	0.0	2.4	0.1	4.5
V3_20190219_A	151	Stomach	65	75	MALE	MSH2	3.6	0.0	7.7	1.2	10.6
V3_20190219_A	151	Stomach	70	75	MALE	MSH2	2.8	0.0	6.6	0.8	9.7
V3_20190219_A	151	Stomach	25	30	MALE	MSH6	0.0	0.0	0.0	0.0	22.9
V3_20190219_A	151	Stomach	25	35	MALE	MSH6	0.0	0.0	0.0	0.0	22.9
V3_20190219_A	151	Stomach	25	40	MALE	MSH6	0.0	0.0	0.0	0.0	22.9
V3_20190219_A	151	Stomach	25	45	MALE	MSH6	0.0	0.0	0.0	0.0	22.9
V3_20190219_A	151	Stomach	25	50	MALE	MSH6	0.0	0.0	0.0	0.0	22.9
V3_20190219_A	151	Stomach	25	55	MALE	MSH6	2.2	0.0	6.4	0.4	24.7
V3_20190219_A	151	Stomach	25	60	MALE	MSH6	2.2	0.0	6.4	0.4	24.7
V3_20190219_A	151	Stomach	25	65	MALE	MSH6	2.2	0.0	6.4	0.4	24.7
V3_20190219_A	151	Stomach	25	70	MALE	MSH6	2.2	0.0	6.4	0.4	24.7
V3_20190219_A	151	Stomach	25	75	MALE	MSH6	2.2	0.0	6.4	0.4	24.7
V3_20190219_A	151	Stomach	30	35	MALE	MSH6	0.0	0.0	0.0	0.0	11.5
V3_20190219_A	151	Stomach	30	40	MALE	MSH6	0.0	0.0	0.0	0.0	11.5
V3_20190219_A	151	Stomach	30	45	MALE	MSH6	0.0	0.0	0.0	0.0	11.5
V3_20190219_A	151	Stomach	30	50	MALE	MSH6	0.0	0.0	0.0	0.0	11.5
V3_20190219_A	151	Stomach	30	55	MALE	MSH6	2.2	0.0	6.4	0.4	14.0
V3_20190219_A	151	Stomach	30	60	MALE	MSH6	2.2	0.0	6.4	0.4	14.0
V3_20190219_A	151	Stomach	30	65	MALE	MSH6	2.2	0.0	6.4	0.4	14.0
V3_20190219_A	151	Stomach	30	70	MALE	MSH6	2.2	0.0	6.4	0.4	14.0
V3_20190219_A	151	Stomach	30	75	MALE	MSH6	2.2	0.0	6.4	0.4	16.3
V3_20190219_A	151	Stomach	35	40	MALE	MSH6	0.0	0.0	0.0	0.0	7.7
V3_20190219_A	151	Stomach	35	45	MALE	MSH6	0.0	0.0	0.0	0.0	7.7
V3_20190219_A	151	Stomach	35	50	MALE	MSH6	0.0	0.0	0.0	0.0	7.9
V3_20190219_A	151	Stomach	35	55	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	35	60	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	35	65	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	35	70	MALE	MSH6	2.2	0.0	6.4	0.4	11.7
V3_20190219_A	151	Stomach	35	75	MALE	MSH6	2.2	0.0	6.4	0.4	16.3
V3_20190219_A	151	Stomach	40	45	MALE	MSH6	0.0	0.0	0.0	0.0	7.4
V3_20190219_A	151	Stomach	40	50	MALE	MSH6	0.0	0.0	0.0	0.0	7.9
V3_20190219_A	151	Stomach	40	55	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	40	60	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	40	65	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	40	70	MALE	MSH6	2.2	0.0	6.4	0.4	11.7
V3_20190219_A	151	Stomach	40	75	MALE	MSH6	2.2	0.0	6.4	0.4	16.3
V3_20190219_A	151	Stomach	45	50	MALE	MSH6	0.0	0.0	0.0	0.0	7.9
V3_20190219_A	151	Stomach	45	55	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	45	60	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	45	65	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	45	70	MALE	MSH6	2.2	0.0	6.4	0.4	11.7
V3_20190219_A	151	Stomach	45	75	MALE	MSH6	2.2	0.0	6.4	0.4	16.3
V3_20190219_A	151	Stomach	50	55	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	50	60	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	50	65	MALE	MSH6	2.2	0.0	6.4	0.4	11.6
V3_20190219_A	151	Stomach	50	70	MALE	MSH6	2.2	0.0	6.4	0.4	11.7
V3_20190219_A	151	Stomach	50	75	MALE	MSH6	2.2	0.0	6.4	0.4	16.3
V3_20190219_A	151	Stomach	55	60	MALE	MSH6	0.0	0.0	0.0	0.0	6.6
V3_20190219_A	151	Stomach	55	65	MALE	MSH6	0.0	0.0	0.0	0.0	6.8
V3_20190219_A	151	Stomach	55	70	MALE	MSH6	0.0	0.0	0.0	0.0	8.5
V3_20190219_A	151	Stomach	55	75	MALE	MSH6	0.0	0.0	0.0	0.0	14.0
V3_20190219_A	151	Stomach	60	65	MALE	MSH6	0.0	0.0	0.0	0.0	6.8
V3_20190219_A	151	Stomach	60	70	MALE	MSH6	0.0	0.0	0.0	0.0	8.5
V3_20190219_A	151	Stomach	60	75	MALE	MSH6	0.0	0.0	0.0	0.0	14.0
V3_20190219_A	151	Stomach	65	70	MALE	MSH6	0.0	0.0	0.0	0.0	8.5
V3_20190219_A	151	Stomach	65	75	MALE	MSH6	0.0	0.0	0.0	0.0	14.0
V3_20190219_A	151	Stomach	70	75	MALE	MSH6	0.0	0.0	0.0	0.0	14.0
V3_20190219_A	151	Stomach	25	30	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	35	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	40	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	45	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	50	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	55	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	60	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	65	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	25	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	41.4
V3_20190219_A	151	Stomach	30	35	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	30	40	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	30	45	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	30	50	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	30	55	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	30	60	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	30	65	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	30	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	30	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	36.1
V3_20190219_A	151	Stomach	35	40	FEMALE	PMS2	0.0	0.0	0.0	0.0	20.5
V3_20190219_A	151	Stomach	35	45	FEMALE	PMS2	0.0	0.0	0.0	0.0	20.5
V3_20190219_A	151	Stomach	35	50	FEMALE	PMS2	0.0	0.0	0.0	0.0	20.5
V3_20190219_A	151	Stomach	35	55	FEMALE	PMS2	0.0	0.0	0.0	0.0	20.5
V3_20190219_A	151	Stomach	35	60	FEMALE	PMS2	0.0	0.0	0.0	0.0	20.5
V3_20190219_A	151	Stomach	35	65	FEMALE	PMS2	0.0	0.0	0.0	0.0	20.5
V3_20190219_A	151	Stomach	35	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	20.5
V3_20190219_A	151	Stomach	35	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	23.7
V3_20190219_A	151	Stomach	40	45	FEMALE	PMS2	0.0	0.0	0.0	0.0	17.3
V3_20190219_A	151	Stomach	40	50	FEMALE	PMS2	0.0	0.0	0.0	0.0	17.3
V3_20190219_A	151	Stomach	40	55	FEMALE	PMS2	0.0	0.0	0.0	0.0	17.3
V3_20190219_A	151	Stomach	40	60	FEMALE	PMS2	0.0	0.0	0.0	0.0	17.3
V3_20190219_A	151	Stomach	40	65	FEMALE	PMS2	0.0	0.0	0.0	0.0	17.3
V3_20190219_A	151	Stomach	40	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	17.3
V3_20190219_A	151	Stomach	40	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	23.7
V3_20190219_A	151	Stomach	45	50	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.8
V3_20190219_A	151	Stomach	45	55	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.8
V3_20190219_A	151	Stomach	45	60	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.8
V3_20190219_A	151	Stomach	45	65	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.8
V3_20190219_A	151	Stomach	45	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.8
V3_20190219_A	151	Stomach	45	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	23.7
V3_20190219_A	151	Stomach	50	55	FEMALE	PMS2	0.0	0.0	0.0	0.0	10.2
V3_20190219_A	151	Stomach	50	60	FEMALE	PMS2	0.0	0.0	0.0	0.0	10.2
V3_20190219_A	151	Stomach	50	65	FEMALE	PMS2	0.0	0.0	0.0	0.0	10.2
V3_20190219_A	151	Stomach	50	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.3
V3_20190219_A	151	Stomach	50	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	23.7
V3_20190219_A	151	Stomach	55	60	FEMALE	PMS2	0.0	0.0	0.0	0.0	8.5
V3_20190219_A	151	Stomach	55	65	FEMALE	PMS2	0.0	0.0	0.0	0.0	9.3
V3_20190219_A	151	Stomach	55	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.3
V3_20190219_A	151	Stomach	55	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	23.7
V3_20190219_A	151	Stomach	60	65	FEMALE	PMS2	0.0	0.0	0.0	0.0	9.3
V3_20190219_A	151	Stomach	60	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.3
V3_20190219_A	151	Stomach	60	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	23.7
V3_20190219_A	151	Stomach	65	70	FEMALE	PMS2	0.0	0.0	0.0	0.0	12.3
V3_20190219_A	151	Stomach	65	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	23.7
V3_20190219_A	151	Stomach	70	75	FEMALE	PMS2	0.0	0.0	0.0	0.0	23.7
V3_20190219_A	151	Stomach	25	30	FEMALE	MLH1	0.0	0.0	0.0	0.0	2.6
V3_20190219_A	151	Stomach	25	35	FEMALE	MLH1	0.0	0.0	0.0	0.0	2.6
V3_20190219_A	151	Stomach	25	40	FEMALE	MLH1	0.4	0.0	1.0	0.1	3.0
V3_20190219_A	151	Stomach	25	45	FEMALE	MLH1	0.4	0.0	1.0	0.1	3.0
V3_20190219_A	151	Stomach	25	50	FEMALE	MLH1	0.4	0.0	1.0	0.1	3.0
